ImageID,Confidence
395d8800157e415b,1
3970ddb1df7b91b6,1
397168f7bf3f6653,0
39794020134fa81e,0
39e5af85b70fd17e,1
3a0c7d2da3eb33d4,1
3a32ebdfdeebc0bb,1
3a452f4a1cf72231,0
3acfd3080478564b,0
3ad343021062e934,0
3ae6bbb6c71a4e8f,0
3b028d879278e08c,1
3b23f46222944cbc,1
3b93b36bb3df7daf,0
3be6c6fe9a104131,0
3bfccb17fff4a25d,0
3c1e13485fff69fe,1
3c275a4741f26ff0,1
3c34214430a3ae97,0
3c3f0ec0de3fc5ce,1
3c4450673e1186b5,1
3c5840e6dd4a9c95,1
3c6949c3c02f692d,0
3c858852b73e4e07,1
3c8d0cdca76aef58,0
3c9fec64e9e3bb3a,1
3cbe1a201cc01b30,0
3d2bef3d8c660d37,1
3d43ac868b2b469f,1
3d530359cc8d7722,0
3d6bbe368fe9c8ce,1
3d8e69b99c177e6f,0
3de9a9ce79b2086c,1
3e07e3bb4bfbacac,1
3e2ec5f3ffb39ad3,0
3e46802f0df37952,1
3ea731bd8cfd98a2,0
3eb6b4a4ff8f031b,0
3ec5f97d27abaec6,1
3f20024b1aa83fe8,1
3f24d6a573aaca34,1
3f3aeca80046b05b,1
3f7bd2c21a3b77df,1
3fd36c3be1cbb924,1
3fef955bb604f22f,1
40242c87b6e22bba,0
406b8c6a6cefce38,0
409bfcca8d4b2be5,0
40b9d8ec678cb0ed,0
40de594d9ed169b3,0
4108e999cdb3626f,1
41168302ba3b3ae6,0
416fe6a79d6f94ef,1
417be12f43852235,0
418d578372036682,0
41a138381273629a,0
41a17dfb2113619c,0
41d325841762cd99,1
4210237a8adfa3fa,1
42470b2b40cb0e08,1
4261645bcc1dd73c,0
428a82a713007299,0
42fa06ecb1d8541d,0
42fed3d5dee37fae,1
430670ee980faa9c,0
430c1a398dfcd405,0
436cdf23b0ba4d76,0
43712821cf93e649,0
43b342b0679aff9b,0
43d50a312e08b997,0
43dc00dc34fd00f9,1
43fc149f47813d4a,0
4437e11d92557b30,0
44880d5ba63aefb0,0
44b22675dae9cfa6,0
44fdc19754799879,1
450d0d858061f3ae,1
454d4cb8233fe870,1
4550a814fd718224,1
4591afc0400e567c,1
4599350cccbb98e1,0
45b82f7e20e6614f,1
461871a1e09b1d0b,0
4632286207e40352,1
4643592415251268,0
4645bbfb33cd424f,1
4651a988c0b7c7ba,0
46a1b7b5b72e2863,1
